166140.50014080486,-325.09945011161113
166140.49849124055,-325.0994501160415
166140.48647844093,-325.0994198055869
166140.46306379186,-325.0994502111902
166139.8695948338,-325.0983291119441
166139.76288482174,-325.0982383719574
166139.64737713296,-325.098147652453
166139.5241103823,-325.0980569537872
166139.3921146866,-325.0979359358469
166139.25236756564,-325.0977542548614
166139.10420461156,-325.09757259333253
166138.94999325462,-325.09736060690244
166138.79132960102,-325.09717897514787
166138.63129894715,-325.0969670043462
166138.4704816952,-325.0967853768022
166138.31035939866,-325.0966037505372
166138.1506876772,-325.0963917771976
166137.9917109107,-325.09617980356416
166137.8311456747,-325.0959981769149
166137.66786171205,-325.0957862148487
166137.49918611767,-325.09560461155405
166137.3245766732,-325.09542302105007
166137.1426740156,-325.09521110741457
166136.95352396608,-325.09502955910773
166136.75672177045,-325.0948176854878
166136.55389408226,-325.0946361739147
166136.3475534327,-325.09445466863053
166136.13998324622,-325.0942428255022
166135.93235960137,-325.0940613268089
166135.7255072801,-325.09384948017896
166135.519586657,-325.09366797376543
166135.3141547935,-325.09348646918465
166135.10768431472,-325.0932746215283
166134.89827364008,-325.093093127633
166134.68409755657,-325.092881299098
166134.46551499737,-325.0926998298352
166134.2443511748,-325.09239699505457
166134.02250003326,-325.0921245016926
166133.80091618176,-325.0918216680385
166133.5803022128,-325.0915491744985
166133.36087959568,-325.0913373631973
166133.14292325778,-325.09115588910447
166132.92631864565,-325.090944071807
166132.7104395362,-325.09076259213475
166132.49367454916,-325.09058111484137
166132.27403046069,-325.09033896298627
166132.04951404704,-325.09003613720375
166131.8191248781,-325.0897636683402
166131.58357318293,-325.08946086904814
166131.34515766008,-325.08918842331275
166131.10586389631,-325.0888856372152
166130.8668908808,-325.0885828486827
166130.6288801108,-325.0883104002853
166130.39219815616,-325.0880076071711
166130.1569519331,-325.08773515134766
166129.92243121244,-325.0874323508546
166129.68713153037,-325.08712955402586
166129.44901384175,-325.08685710591243
166129.2063293028,-325.08655432734304
166128.9592917462,-325.08628190475736
166128.7098485739,-325.0859791459112
166128.45984027273,-325.0856763854363
166128.21031309402,-325.08540396953504
166127.96189326124,-325.0851012063654
166127.7149167969,-325.08482878361235
166127.4695440753,-325.0845260106847
166127.22586673906,-325.08422323634875
166126.98396115686,-325.08395079997484
166126.7437662335,-325.08364801471174
166126.50532779045,-325.08337556745187
166126.26865346468,-325.0830727727321
166126.03367452405,-325.08276997503117
166125.80042915326,-325.0824975122494
166125.56887916755,-325.0821947053378
166125.3390169306,-325.0819222366144
166125.11082716822,-325.081619419104
166124.8842946068,-325.08131659556926
166124.65942688327,-325.0810137707083
166124.43620108714,-325.0807412841587
166124.21459430747,-325.0804384489656
166123.99461418157,-325.08022663756867
166123.77624543547,-325.07998448069463
166123.55947279563,-325.0798333476996
166123.34428098792,-325.0795911822925
166123.13067764952,-325.079440042358
166122.9186245959,-325.07922820966945
166122.70811419032,-325.0790467187056
166122.49916170654,-325.0788348776892
166122.29173659702,-325.07868371801504
166122.08583122463,-325.07844152923786
166121.8814226794,-325.07829036146154
166121.67854914494,-325.0780481629679
166121.47714952705,-325.07789699025574
166121.27724673547,-325.0776547822099
166121.07882549736,-325.077533942648
166120.8818247171,-325.07729172838026
166120.6862825795,-325.0771405399358
166120.492145626,-325.07689831640295
166120.2994291308,-325.07674711722325
166120.1084385537,-325.0710128036356
166119.9195251824,-325.05653970474515
166119.73229954886,-325.03806132252055
166119.54748714843,-325.01266472999083
166119.36576001882,-324.9775887139279
166119.1876298312,-324.93331875963287
166119.0138908176,-324.8786108038499
166118.84321417566,-324.81856247164677
166118.67528679752,-324.7546909125913
166118.51185751887,-324.6838101124414
166118.3543544286,-324.6035836509103
166118.20095996204,-324.51816852684414
166118.0471989381,-324.43736553839796
166117.8880387051,-324.3792591274067
166117.72652635758,-324.3370827939592
166117.56497583986,-324.3001861431562
166117.4042653825,-324.2650190394039
166117.24457826797,-324.2305801644757
166117.08608250582,-324.1962930030299
166116.9287093646,-324.16224858342315
166116.77253521228,-324.12820415894447
166116.61763641838,-324.0944631597737
166116.4645551879,-324.0561100207363
166116.31266528956,-324.01032284658186
166116.15911054192,-323.9605303994663
166116.00485318346,-323.90394112103024
166115.85225300305,-323.8385220266983
166115.70082888973,-323.769006625139
166115.55302463705,-323.6929978110113
166115.41038288985,-323.60919083360096
166115.27113954036,-323.52131788570256
166115.13728780806,-323.4276190666812
166115.0103779736,-323.32648619699734
166114.89078424638,-323.2186778453237
166114.7797056135,-323.10361749355326
166114.6740873356,-322.9848856259076
166114.5763426611,-322.8612381716774
166114.48814406386,-322.7319772358917
166114.40638334275,-322.5996516424357
166114.3335195699,-322.46371520629714
166114.27150014642,-322.3236217517025
166114.2168044796,-322.181525638786
166114.16825649276,-322.03818544667433
166114.1253827018,-321.89426872130224
166114.08806091675,-321.749927179782
166114.05607730622,-321.6054339103666
166114.02943950729,-321.46091028080696
166114.00801769388,-321.31669006929974
166113.99183477683,-321.1727732742302
166113.980699835,-321.029493669238
166113.97462050524,-320.88685125274793
166113.97340586665,-320.7450887686526
166113.9770864669,-320.6043579352288
166113.98542556347,-320.4648711537643
166113.99845370383,-320.32662841947547
166114.01595705654,-320.18993316962525
166114.03792034747,-320.0547853995497
166114.06408392364,-319.9213975105932
166114.08680327242,-319.7888895792392
166114.09087338136,-319.6583843358726
166114.07078807562,-319.53409946983805
166114.0354443132,-319.4160349575854
166113.99971870863,-319.2986379925001
166113.9629315777,-319.1807252006835
166113.92244819464,-319.0608704668726
166113.87962028,-318.9365856604935
166113.83493658953,-318.8063536314404
166113.78797709325,-318.6694461491276
166113.73891743814,-318.52537772319386
